path,car_id,label
raw_data/veriwild/veriwild/8/32081/328492.jpg,32081,9
raw_data/veriwild/veriwild/5/19881/205152.jpg,19881,4
raw_data/veriwild/veriwild/9/32308/330641.jpg,32308,11
raw_data/veriwild/veriwild/3/11098/114389.jpg,11098,11
raw_data/veriwild/veriwild/9/32704/334470.jpg,32704,11
raw_data/veriwild/veriwild/5/19708/203490.jpg,19708,4
raw_data/veriwild/veriwild/2/07068/073344.jpg,7068,1
raw_data/veriwild/veriwild/6/23610/243365.jpg,23610,5
raw_data/veriwild/veriwild/1/03054/031016.jpg,3054,2
raw_data/veriwild/veriwild/4/14138/145943.jpg,14138,4
raw_data/veriwild/veriwild/3/08042/083128.jpg,8042,1
raw_data/veriwild/veriwild/5/16827/173560.jpg,16827,3
raw_data/veriwild/veriwild/7/27062/278516.jpg,27062,11
raw_data/veriwild/veriwild/4/14188/146511.jpg,14188,6
raw_data/veriwild/veriwild/1/01315/013713.jpg,1315,10
raw_data/veriwild/veriwild/6/22217/229043.jpg,22217,4
raw_data/veriwild/veriwild/9/32655/334029.jpg,32655,5
raw_data/veriwild/veriwild/10/39233/401137.jpg,39233,9
raw_data/veriwild/veriwild/6/23603/243325.jpg,23603,6
raw_data/veriwild/veriwild/5/16398/169247.jpg,16398,5
raw_data/veriwild/veriwild/10/38568/394884.jpg,38568,4
raw_data/veriwild/veriwild/8/31049/318844.jpg,31049,10
raw_data/veriwild/veriwild/2/04107/042084.jpg,4107,10
raw_data/veriwild/veriwild/10/38773/396831.jpg,38773,3
raw_data/veriwild/veriwild/10/37013/378392.jpg,37013,8
raw_data/veriwild/veriwild/4/13127/135678.jpg,13127,1
raw_data/veriwild/veriwild/6/22661/233696.jpg,22661,4
raw_data/veriwild/veriwild/9/33718/344365.jpg,33718,4
raw_data/veriwild/veriwild/4/12553/129755.jpg,12553,1
raw_data/veriwild/veriwild/10/38435/393737.jpg,38435,4
raw_data/veriwild/veriwild/6/20966/215742.jpg,20966,4
raw_data/veriwild/veriwild/4/12217/126366.jpg,12217,9
raw_data/veriwild/veriwild/1/03121/031736.jpg,3121,3
raw_data/veriwild/veriwild/8/31082/319203.jpg,31082,8
raw_data/veriwild/veriwild/9/35573/363710.jpg,35573,2
raw_data/veriwild/veriwild/2/06464/066940.jpg,6464,11
raw_data/veriwild/veriwild/1/03765/038512.jpg,3765,4
raw_data/veriwild/veriwild/7/26551/273577.jpg,26551,11
raw_data/veriwild/veriwild/8/29902/307172.jpg,29902,4
raw_data/veriwild/veriwild/9/35552/363408.jpg,35552,10
raw_data/veriwild/veriwild/3/09605/098811.jpg,9605,3
raw_data/veriwild/veriwild/9/32714/334541.jpg,32714,3
raw_data/veriwild/veriwild/2/04159/042627.jpg,4159,11
raw_data/veriwild/veriwild/6/20115/207417.jpg,20115,6
raw_data/veriwild/veriwild/7/26486/272958.jpg,26486,4
raw_data/veriwild/veriwild/6/20155/207783.jpg,20155,1
raw_data/veriwild/veriwild/5/18512/191123.jpg,18512,1
raw_data/veriwild/veriwild/3/08966/092311.jpg,8966,1
raw_data/veriwild/veriwild/2/05412/056230.jpg,5412,4
raw_data/veriwild/veriwild/2/04171/042738.jpg,4171,10
raw_data/veriwild/veriwild/4/15279/157296.jpg,15279,10
raw_data/veriwild/veriwild/9/33965/346939.jpg,33965,3
raw_data/veriwild/veriwild/2/05129/053139.jpg,5129,2
raw_data/veriwild/veriwild/7/27764/285415.jpg,27764,6
raw_data/veriwild/veriwild/1/02870/029144.jpg,2870,9
raw_data/veriwild/veriwild/5/18216/187830.jpg,18216,8
raw_data/veriwild/veriwild/5/17638/181805.jpg,17638,9
raw_data/veriwild/veriwild/1/03749/038330.jpg,3749,6
raw_data/veriwild/veriwild/2/05670/058978.jpg,5670,8
raw_data/veriwild/veriwild/6/22737/234571.jpg,22737,10
raw_data/veriwild/veriwild/4/14929/153867.jpg,14929,8
raw_data/veriwild/veriwild/2/04161/042659.jpg,4161,9
raw_data/veriwild/veriwild/2/07837/080935.jpg,7837,5
raw_data/veriwild/veriwild/2/05697/059259.jpg,5697,1
raw_data/veriwild/veriwild/10/37093/379218.jpg,37093,10
raw_data/veriwild/veriwild/9/35039/358400.jpg,35039,9
raw_data/veriwild/veriwild/10/37446/382907.jpg,37446,11
raw_data/veriwild/veriwild/4/13997/144309.jpg,13997,4
raw_data/veriwild/veriwild/6/23338/240614.jpg,23338,3
raw_data/veriwild/veriwild/9/34845/356266.jpg,34845,1
raw_data/veriwild/veriwild/1/01371/014255.jpg,1371,1
raw_data/veriwild/veriwild/7/25682/264590.jpg,25682,11
raw_data/veriwild/veriwild/4/12517/129311.jpg,12517,5
raw_data/veriwild/veriwild/10/36408/372221.jpg,36408,4
raw_data/veriwild/veriwild/5/19238/198389.jpg,19238,9
raw_data/veriwild/veriwild/8/31097/319354.jpg,31097,11
raw_data/veriwild/veriwild/6/22495/231776.jpg,22495,10
raw_data/veriwild/veriwild/3/09566/098435.jpg,9566,5
raw_data/veriwild/veriwild/3/11169/115107.jpg,11169,9
raw_data/veriwild/veriwild/6/22538/232296.jpg,22538,3
raw_data/veriwild/veriwild/5/19297/199038.jpg,19297,4
raw_data/veriwild/veriwild/1/03983/040738.jpg,3983,11
raw_data/veriwild/veriwild/1/02548/025768.jpg,2548,5
raw_data/veriwild/veriwild/7/26874/276795.jpg,26874,3
raw_data/veriwild/veriwild/7/25624/264029.jpg,25624,9
raw_data/veriwild/veriwild/3/10968/113176.jpg,10968,6
raw_data/veriwild/veriwild/7/26888/276946.jpg,26888,4
raw_data/veriwild/veriwild/2/06124/063446.jpg,6124,11
raw_data/veriwild/veriwild/2/05264/054667.jpg,5264,1
raw_data/veriwild/veriwild/4/15438/159025.jpg,15438,3
raw_data/veriwild/veriwild/4/15380/158263.jpg,15380,8
raw_data/veriwild/veriwild/2/05438/056512.jpg,5438,1
raw_data/veriwild/veriwild/2/06500/067356.jpg,6500,8
raw_data/veriwild/veriwild/5/17411/179594.jpg,17411,1
raw_data/veriwild/veriwild/9/34020/347492.jpg,34020,1
raw_data/veriwild/veriwild/1/03972/040630.jpg,3972,2
raw_data/veriwild/veriwild/5/19659/202810.jpg,19659,4
raw_data/veriwild/veriwild/7/24808/255484.jpg,24808,6
raw_data/veriwild/veriwild/2/04546/046736.jpg,4546,6
raw_data/veriwild/veriwild/1/03188/032373.jpg,3188,9
raw_data/veriwild/veriwild/8/30963/318135.jpg,30963,11
raw_data/veriwild/veriwild/8/28881/296885.jpg,28881,6
raw_data/veriwild/veriwild/3/09565/098428.jpg,9565,6
raw_data/veriwild/veriwild/2/04798/049364.jpg,4798,1
raw_data/veriwild/veriwild/4/14860/153027.jpg,14860,5
raw_data/veriwild/veriwild/8/30259/310722.jpg,30259,10
raw_data/veriwild/veriwild/1/02272/023126.jpg,2272,5
raw_data/veriwild/veriwild/10/38381/393025.jpg,38381,10
raw_data/veriwild/veriwild/7/24370/251065.jpg,24370,6
raw_data/veriwild/veriwild/8/32120/328849.jpg,32120,5
raw_data/veriwild/veriwild/6/23261/239884.jpg,23261,11
raw_data/veriwild/veriwild/5/18428/190185.jpg,18428,5
raw_data/veriwild/veriwild/2/07382/076452.jpg,7382,4
raw_data/veriwild/veriwild/10/37456/383034.jpg,37456,1
raw_data/veriwild/veriwild/7/27160/279437.jpg,27160,11
raw_data/veriwild/veriwild/9/35967/367641.jpg,35967,8
raw_data/veriwild/veriwild/6/20715/213265.jpg,20715,5
raw_data/veriwild/veriwild/6/21109/217518.jpg,21109,1
raw_data/veriwild/veriwild/3/11354/117198.jpg,11354,5
raw_data/veriwild/veriwild/4/13136/135769.jpg,13136,5
raw_data/veriwild/veriwild/8/32118/328830.jpg,32118,5
raw_data/veriwild/veriwild/1/00181/001878.jpg,181,1
raw_data/veriwild/veriwild/10/38081/389815.jpg,38081,8
raw_data/veriwild/veriwild/7/24575/253277.jpg,24575,9
raw_data/veriwild/veriwild/3/09907/102180.jpg,9907,11
raw_data/veriwild/veriwild/8/28902/297116.jpg,28902,10
raw_data/veriwild/veriwild/9/33747/344610.jpg,33747,10
raw_data/veriwild/veriwild/9/32596/333513.jpg,32596,2
raw_data/veriwild/veriwild/7/26931/277357.jpg,26931,4
raw_data/veriwild/veriwild/4/12420/128500.jpg,12420,6
raw_data/veriwild/veriwild/10/38458/393992.jpg,38458,11
raw_data/veriwild/veriwild/2/07607/078582.jpg,7607,6
raw_data/veriwild/veriwild/7/25128/258897.jpg,25128,9
raw_data/veriwild/veriwild/4/13396/138216.jpg,13396,7
raw_data/veriwild/veriwild/7/27682/284695.jpg,27682,6
raw_data/veriwild/veriwild/1/04012/040938.jpg,4012,1
raw_data/veriwild/veriwild/8/29685/305016.jpg,29685,4
raw_data/veriwild/veriwild/9/36109/369036.jpg,36109,5
raw_data/veriwild/veriwild/7/26568/273742.jpg,26568,6
raw_data/veriwild/veriwild/6/20221/208393.jpg,20221,6
raw_data/veriwild/veriwild/8/28821/296186.jpg,28821,9
raw_data/veriwild/veriwild/1/02735/027665.jpg,2735,11
raw_data/veriwild/veriwild/5/17262/177768.jpg,17262,5
raw_data/veriwild/veriwild/6/22485/231704.jpg,22485,6
raw_data/veriwild/veriwild/8/29935/307606.jpg,29935,7
raw_data/veriwild/veriwild/9/34601/353743.jpg,34601,9
raw_data/veriwild/veriwild/8/30363/311940.jpg,30363,2
raw_data/veriwild/veriwild/4/12836/132753.jpg,12836,5
raw_data/veriwild/veriwild/6/22352/230347.jpg,22352,5
raw_data/veriwild/veriwild/6/22489/231722.jpg,22489,5
raw_data/veriwild/veriwild/10/37586/384501.jpg,37586,10
raw_data/veriwild/veriwild/5/17599/181452.jpg,17599,10
raw_data/veriwild/veriwild/8/29929/307562.jpg,29929,10
raw_data/veriwild/veriwild/10/37396/382363.jpg,37396,4
raw_data/veriwild/veriwild/4/15120/155805.jpg,15120,8
raw_data/veriwild/veriwild/7/25545/263213.jpg,25545,4
raw_data/veriwild/veriwild/1/02441/024781.jpg,2441,1
raw_data/veriwild/veriwild/1/01407/014658.jpg,1407,3
raw_data/veriwild/veriwild/3/11185/115269.jpg,11185,4
raw_data/veriwild/veriwild/7/24354/250944.jpg,24354,4
raw_data/veriwild/veriwild/10/37097/379255.jpg,37097,10
raw_data/veriwild/veriwild/8/29392/302348.jpg,29392,10
raw_data/veriwild/veriwild/4/15698/161898.jpg,15698,10
raw_data/veriwild/veriwild/6/23260/239875.jpg,23260,1
raw_data/veriwild/veriwild/1/00586/006098.jpg,586,10
raw_data/veriwild/veriwild/6/20430/210398.jpg,20430,5
raw_data/veriwild/veriwild/3/10345/106559.jpg,10345,4
raw_data/veriwild/veriwild/10/40495/414354.jpg,40495,11
raw_data/veriwild/veriwild/3/11712/121141.jpg,11712,3
raw_data/veriwild/veriwild/8/30292/311104.jpg,30292,11
raw_data/veriwild/veriwild/7/28026/288220.jpg,28026,1
